Database of representative transcript models for protein-coding genes in 3T3 cells and for the poly(A)-tail length standards.
Transcript models from the UCSC refFlat table for mouse had their 3' ends re-annotated using 3P-Seq (Jan et al., Nature 2011) data from 3T3 cells; only genes detected by 3P-Seq are included in the table.
Coordinates of mouse genes are based on the mm9 genome assembly.
RefseqAccession	GeneSymbol	Chromosome	Strand	TxStart	TxEnd	CdsStart	CdsEnd	ExonCount	ExonStarts	ExonEnds
NM_178691	Yod1	chr1	+	132613903	132618167	132614060	132615996	2	132613903,132615292,	132614388,132618167,
NM_009055	Rfx1	chr8	+	86590734	86620916	86597670	86619865	21	86590734,86597629,86603761,86604023,86605013,86606546,86607980,86609471,86611604,86614009,86614848,86615264,86616433,86616678,86616872,86617101,86618625,86618848,86619294,86619526,86619695,	86590947,86597968,86603871,86604107,86605121,86606660,86608073,86609566,86611971,86614191,86614968,86615377,86616552,86616788,86617024,86617199,86618775,86619057,86619448,86619572,86620916,
NM_008549	Man2a1	chr17	+	64950988	65104450	64951075	65101912	22	64950988,64973867,64974646,64985823,65000535,65008240,65016076,65018751,65021187,65024404,65029091,65030894,65060043,65061591,65062901,65063937,65080543,65083063,65084273,65090019,65100123,65101753,	64951210,64974119,64974791,64985995,65000663,65008414,65016263,65018929,65021390,65024587,65029206,65030965,65060209,65061813,65063024,65064052,65080677,65083205,65084407,65090223,65100234,65104450,
NM_009739	Bckdk	chr7	+	135047586	135052134	135048444	135051825	12	135047586,135048276,135048735,135048883,135049262,135049386,135049585,135049862,135050732,135050955,135051434,135051680,	135047683,135048639,135048804,135048994,135049310,135049506,135049684,135049936,135050861,135051045,135051593,135052134,
NM_198604	Plekhg6	chr6	-	125312676	125330522	125312875	125328857	17	125312676,125313059,125314601,125320398,125320599,125322075,125322495,125322830,125323124,125324546,125324991,125325260,125325741,125327399,125328719,125329772,125330367,	125312885,125313737,125314753,125320514,125320732,125322195,125322633,125322980,125323235,125324696,125325042,125325356,125325906,125327555,125328928,125329994,125330522,
NM_021423	Shank3	chr15	+	89330287	89390689	89330287	89388754	22	89330287,89330645,89331834,89333550,89333733,89333970,89334227,89334747,89335820,89351533,89354456,89355590,89361773,89362056,89362525,89362759,89363804,89368445,89373530,89374224,89378056,89388165,	89330350,89330849,89331906,89333659,89333885,89334138,89334344,89334825,89335887,89351804,89354650,89355704,89361849,89362139,89362650,89362892,89363885,89368469,89373661,89374309,89380313,89390689,
NM_018802	Syt8	chr7	+	149620881	149626299	149624078	149626206	9	149620881,149623974,149624261,149624798,149625026,149625258,149625564,149625755,149625972,	149620997,149624178,149624449,149624897,149625185,149625426,149625670,149625889,149626299,
NM_001039081	Mier1	chr4	+	102791994	102838356	102792105	102835356	13	102791994,102799877,102803570,102811962,102812715,102813441,102815738,102820903,102821728,102823138,102828091,102832286,102835027,	102792114,102799902,102803716,102812121,102812848,102813506,102815811,102821055,102821810,102823233,102828219,102832426,102838356,
NM_027422	Mier2	chr10	-	79002991	79017836	79003922	79017827	14	79002991,79004258,79005149,79005341,79007264,79007433,79007789,79010399,79011098,79011530,79011928,79012281,79013060,79017818,	79003944,79004679,79005226,79005466,79007359,79007515,79007941,79010469,79011187,79011648,79012054,79012424,79013151,79017836,
NM_016663	Syt3	chr7	+	51639495	51655436	51641340	51654521	11	51639495,51640175,51641298,51645865,51647768,51648718,51650779,51651008,51651272,51654455,51654905,	51639546,51640319,51641491,51646394,51648141,51648937,51650900,51651180,51651405,51654523,51655436,
NM_009308	Syt4	chr18	-	31597464	31607069	31599836	31606821	4	31597464,31601246,31603104,31606787,	31600144,31601367,31603919,31607069,
NM_016908	Syt5	chr7	-	4491370	4498169	4491699	4497913	8	4491370,4492681,4493428,4493792,4494324,4494619,4497181,4497834,	4491900,4492815,4493546,4493960,4494492,4494739,4497354,4498169,
NM_173068	Syt7	chr19	+	10463579	10523440	10463972	10522934	11	10463579,10487829,10492452,10500788,10504827,10510039,10513641,10517317,10517866,10518474,10522829,	10464003,10487933,10492532,10501157,10504950,10510175,10513912,10517487,10517981,10518674,10523440,
NM_145487	Prr3	chr17	-	36109486	36116412	36110641	36116183	4	36109486,36111467,36115325,36116071,	36110748,36111758,36115388,36116412,
NM_026085	Pbld2	chr10	+	62487259	62521560	62501896	62520501	10	62487259,62501836,62510215,62510689,62514948,62515176,62516611,62517074,62519526,62520388,	62487484,62501980,62510315,62510788,62515058,62515206,62516700,62517253,62519589,62521560,
NM_026977	Cnppd1	chr1	-	75131122	75138942	75132972	75138058	9	75131122,75133899,75134328,75135920,75136132,75136394,75137471,75137989,75138631,	75133506,75134017,75134390,75136049,75136253,75136476,75137580,75138077,75138942,
NM_175105	Aqp11	chr7	-	104874906	104886757	104875134	104886497	3	104874906,104877480,104885878,	104875214,104877597,104886757,
NM_001163473	1810010H24Rik	chr11	+	106889536	106891754	106889723	106891089	3	106889536,106889676,106890898,	106889582,106889871,106891754,
NM_175684	Fchsd1	chr18	-	38117089	38129385	38119242	38129380	20	38117089,38119431,38120900,38122226,38122573,38122781,38122946,38123661,38123967,38124444,38125304,38125552,38126094,38127016,38127191,38127413,38127867,38128403,38129008,38129359,	38119308,38119487,38120988,38122447,38122691,38122865,38123075,38123823,38124072,38124564,38125400,38125675,38126223,38127080,38127328,38127549,38127935,38128449,38129106,38129385,
NM_010569	Invs	chr4	+	48292631	48444805	48296121	48442580	17	48292631,48296097,48320554,48394976,48397976,48402830,48405455,48409106,48410376,48410921,48415704,48420469,48428777,48434318,48438866,48439905,48442476,	48292847,48296227,48320721,48395150,48398144,48403011,48405565,48409278,48410532,48411151,48415811,48420682,48429070,48435021,48439096,48439980,48444805,
NM_145510	Rabif	chr1	+	136391236	136404459	136391260	136402898	2	136391236,136402652,	136391386,136404459,
NM_010017	Dag1	chr9	-	108108301	108166146	108109589	108120622	4	108108301,108120343,108155431,108165811,	108111992,108120741,108155488,108166146,
NM_001093766	Myadm	chr7	+	3293028	3299354	3296724	3297687	2	3293028,3296722,	3293292,3299354,
NM_010660	Krt10	chr11	-	99246573	99250678	99246943	99250646	8	99246573,99247244,99247844,99248311,99248543,99248811,99249323,99250052,	99246950,99247583,99248062,99248437,99248705,99248968,99249406,99250678,
NM_153790	Scarf2	chr16	+	17797374	17808385	17797471	17807677	11	17797374,17802459,17802608,17802872,17803474,17803829,17804398,17804578,17804901,17806441,17806844,	17797620,17802518,17802710,17803392,17803693,17803958,17804502,17804696,17805017,17806594,17808385,
NM_016699	Exosc10	chr4	+	147932535	147956504	147932576	147956423	25	147932535,147933656,147935121,147936415,147936821,147937129,147937952,147938221,147938708,147939312,147940387,147942475,147942759,147944495,147947027,147947219,147947386,147949917,147950258,147952526,147953489,147954467,147955210,147955866,147956392,	147932687,147933793,147935245,147936520,147936987,147937244,147938028,147938332,147938852,147939503,147940544,147942624,147942810,147944607,147947078,147947298,147947493,147950013,147950333,147952614,147953566,147954639,147955272,147955943,147956504,
NM_009883	Cebpb	chr2	+	167514414	167515911	167514521	167515412	1	167514414,	167515911,
NM_007678	Cebpa	chr7	+	35904311	35906945	35904437	35905517	1	35904311,	35906945,
NM_007394	Acvr1	chr2	-	58298852	58419239	58299949	58352961	12	58298852,58300724,58311295,58315291,58320924,58326583,58330015,58332075,58352894,58368434,58390188,58419197,	58300084,58300855,58311493,58315567,58321071,58326683,58330227,58332339,58352968,58368711,58390284,58419239,
NM_207131	Cebpe	chr14	-	55329204	55331011	55329375	55330795	2	55329204,55330285,	55329711,55331011,
NM_007679	Cebpd	chr16	+	15887378	15888559	15887417	15888224	1	15887378,	15888559,
NM_001013607	Vmo1	chr11	-	70327018	70328118	70327069	70328104	3	70327018,70327682,70327912,	70327367,70327798,70328118,
NM_024211	Slc25a11	chr11	-	70457702	70460541	70458267	70460364	8	70457702,70458540,70458671,70458851,70459031,70459285,70459577,70460269,	70458423,70458592,70458771,70458942,70459122,70459492,70459730,70460541,
NM_001024806	Cebpz	chr17	-	79318346	79336410	79319220	79336370	16	79318346,79319888,79320061,79320974,79321469,79321853,79322575,79323785,79325253,79325422,79326208,79328617,79330649,79331449,79333914,79336214,	79319357,79319970,79320120,79321061,79321654,79321911,79322676,79323852,79325322,79325525,79326262,79328706,79330836,79331681,79335407,79336410,
NM_025859	Arl1	chr10	+	88194158	88206837	88194305	88205798	6	88194158,88196287,88198642,88199835,88204651,88205767,	88194309,88196425,88198724,88199947,88204830,88206837,
NM_175433	Zfp710	chr7	+	87171113	87237630	87225962	87235390	5	87171113,87225934,87230836,87231319,87235220,	87171369,87227426,87231028,87231494,87237630,
NM_177747	Zfp711	chrX	+	109714134	109748671	109717902	109747165	9	109714134,109717876,109728501,109737560,109738347,109740778,109741712,109745434,109745987,	109714514,109717981,109729044,109737716,109738485,109740913,109741757,109745578,109748671,
NM_025875	Rbm8a	chr3	+	96433850	96436834	96433884	96435657	6	96433850,96434224,96434402,96434788,96435354,96435611,	96433951,96434284,96434477,96434925,96435491,96436834,
NM_027264	Zfp715	chr7	-	50551894	50568631	50553243	50566535	5	50551894,50556539,50556980,50566400,50568473,	50555546,50556635,50557107,50566555,50568631,
NM_010806	Mllt4	chr17	+	13897547	14042801	13897680	14041014	33	13897547,13940945,13944286,13945938,13947416,13955127,13959272,13960297,13962949,13965935,13966876,13969374,13972244,13983278,13983440,13986114,13986574,13987786,13989322,13992220,13996879,13998775,14018291,14018857,14019389,14020747,14021575,14022328,14024988,14033094,14035951,14039536,14040860,	13897785,13941141,13944399,13946102,13947577,13955285,13959384,13960465,13962994,13966030,13967139,13969444,13972363,13983340,13983646,13986260,13986669,13988052,13989466,13992419,13996983,13998862,14018357,14018931,14019508,14020942,14021667,14022514,14025984,14033229,14036234,14039621,14042801,
NM_013505	Dsc2	chr18	-	20189134	20218006	20191000	20217753	17	20189134,20190990,20191562,20193085,20193776,20196553,20199935,20200197,20202226,20202641,20203904,20204735,20205565,20206775,20208506,20209676,20217684,	20190904,20191036,20191823,20193210,20194013,20196778,20200078,20200454,20202412,20202776,20204071,20204880,20205721,20206895,20208706,20209761,20218006,
NM_139311	Mllt6	chr11	+	97524725	97545396	97524885	97542901	20	97524725,97526268,97526799,97527043,97528103,97528388,97530737,97531566,97533770,97534773,97535751,97536087,97537452,97537683,97538175,97538461,97539627,97540278,97541783,97542859,	97524994,97526348,97526854,97527153,97528207,97528482,97530950,97531665,97533906,97535385,97535933,97536196,97537519,97537826,97538373,97538550,97539977,97540369,97542140,97545396,
NM_172482	Zfp719	chr7	+	50834955	50847420	50839528	50846567	4	50834955,50839437,50841723,50844624,	50835136,50839666,50841850,50847420,
NM_022328	Mllt1	chr17	-	57032031	57074811	57033884	57074697	12	57032031,57034089,57034253,57034421,57035631,57036802,57039191,57041985,57045134,57059322,57066414,57074685,	57034013,57034161,57034325,57034521,57035740,57036890,57039719,57042111,57045278,57059405,57066595,57074811,
NM_027326	Mllt3	chr4	-	87415830	87679311	87419918	87678999	11	87415830,87428190,87429552,87435190,87437756,87439839,87486585,87519741,87525969,87677427,87678987,	87420050,87428262,87429624,87435290,87437886,87439915,87487293,87519885,87526052,87677608,87679311,
NM_030112	Rtf1	chr2	+	119500803	119561139	119500803	119558627	18	119500803,119517851,119526853,119531174,119536700,119537744,119545901,119546810,119550560,119552452,119552628,119553273,119554130,119554414,119555629,119556390,119558139,119558520,	119501016,119517962,119527001,119531379,119536815,119537856,119546037,119546988,119550643,119552540,119552736,119553351,119554252,119554472,119555707,119556486,119558251,119561139,
NM_172741	4931406P16Rik	chr7	-	35021727	35070628	35023947	35070215	13	35021727,35024762,35025527,35027258,35029984,35033125,35039005,35041430,35042365,35042650,35043031,35048571,35069720,	35024256,35024841,35025665,35027424,35030997,35033251,35039103,35041589,35042527,35042746,35043172,35048769,35070628,
NM_172877	Pramef8	chr4	+	143002328	143010992	143006568	143009308	5	143002328,143005251,143006542,143007275,143008740,	143002994,143005316,143006855,143007863,143010992,
NM_001033328	BC023829	chrX	-	67712929	67730218	67714222	67730190	6	67712929,67715365,67716019,67720328,67723292,67730152,	67714467,67715489,67716196,67720536,67723469,67730218,
NM_145216	Rasl10a	chr11	+	4958130	4960393	4958308	4960068	3	4958130,4959435,4959800,	4958527,4959560,4960393,
NM_025533	Nosip	chr7	+	52317798	52333873	52328864	52332753	9	52317798,52328859,52329351,52329975,52331438,52331679,52331921,52332190,52332681,	52317901,52328934,52329457,52330057,52331598,52331798,52332109,52332299,52333873,
NM_026095	Snrpd3	chr10	+	74980786	74998208	74982079	74998067	4	74980786,74982058,74994921,74998005,	74980870,74982205,74995114,74998208,
NM_007570	Btg2	chr1	-	135971907	135975732	135973945	135975630	2	135971907,135975488,	135974280,135975732,
NM_007569	Btg1	chr10	+	96079634	96082745	96079958	96081277	2	96079634,96080909,	96080106,96082745,
NM_001081189	Uprt	chrX	+	101678120	101702828	101678299	101701601	7	101678120,101691074,101693613,101694742,101697083,101699667,101701494,	101678688,101691117,101693683,101694805,101697245,101699766,101702828,
NM_172503	Zswim4	chr8	-	86734577	86760941	86735844	86760903	14	86734577,86737921,86741143,86743724,86747118,86747569,86748041,86749714,86750570,86752690,86752921,86754639,86758801,86760765,	86736704,86738003,86741307,86743879,86747254,86747824,86748179,86750065,86750738,86752841,86753070,86754996,86759003,86760941,
NM_001029912	Zswim5	chr4	+	116550006	116661849	116550064	116659938	14	116550006,116623429,116631282,116635114,116638200,116645475,116647800,116648441,116652028,116652489,116653379,116657287,116658286,116659075,	116550668,116623786,116631431,116635265,116638380,116645652,116647947,116648579,116652289,116652625,116653537,116657451,116658368,116661849,
NM_172453	Pif1	chr9	+	65435011	65443771	65435616	65442647	12	65435011,65436811,65437021,65437257,65437519,65437754,65439526,65439930,65441068,65441263,65442193,65442587,	65436201,65436944,65437147,65437411,65437634,65437861,65439666,65440037,65441156,65441409,65442385,65443771,
NM_007806	Cyba	chr8	-	124948676	124956840	124948777	124956767	6	124948676,124950085,124950835,124951128,124951554,124956709,	124948987,124950167,124950919,124951203,124951624,124956840,
NM_028028	Zswim1	chr2	+	164648185	164652367	164650329	164651697	2	164648185,164650181,	164648700,164652367,
NM_153092	Nupl2	chr5	+	23670780	23689826	23670894	23688294	7	23670780,23673160,23675113,23681271,23683817,23686898,23687725,	23671021,23673383,23675208,23681348,23683904,23686983,23689826,
NM_178375	Zswim3	chr2	+	164630613	164647627	164630776	164647189	2	164630613,164645256,	164630931,164647627,
NM_024412	Clcnka	chr4	-	140940526	140954621	140940815	140953963	20	140940526,140941191,140942987,140943203,140944048,140945231,140945991,140946256,140947260,140947687,140948439,140948655,140950327,140950873,140951033,140951510,140952428,140953144,140953863,140954571,	140940863,140941278,140943071,140943292,140944182,140945445,140946102,140946326,140947434,140947772,140948541,140948740,140950453,140950952,140951111,140951650,140952557,140953273,140953968,140954621,
NM_008681	Ndrg1	chr15	-	66760884	66801203	66762428	66792096	16	66760884,66765425,66767814,66768759,66769428,66770204,66771704,66773573,66774626,66775565,66776337,66777993,66779940,66790923,66792033,66801065,	66762670,66765477,66767850,66768807,66769480,66770261,66771808,66773630,66774713,66775626,66776400,66778114,66780046,66790959,66792114,66801203,
NM_013864	Ndrg2	chr14	-	52524958	52533163	52525814	52531215	16	52524958,52526187,52526364,52526623,52526920,52527259,52527742,52528004,52528242,52528548,52529732,52529989,52530354,52530760,52531140,52532997,	52525981,52526239,52526400,52526671,52526972,52527304,52527846,52528061,52528329,52528609,52529795,52530110,52530460,52530802,52531221,52533163,
NM_180956	Ndrg3	chr2	-	156753082	156817847	156754435	156795829	17	156753082,156755667,156756951,156757165,156760677,156763062,156763221,156764286,156766092,156769722,156770120,156771752,156773977,156775769,156784202,156795772,156817734,	156754617,156755706,156757003,156757201,156760725,156763114,156763287,156764390,156766149,156769809,156770181,156771815,156774098,156775875,156784238,156795874,156817847,
NM_145602	Ndrg4	chr8	+	98226936	98238855	98227056	98237232	14	98226936,98230087,98230430,98230636,98230828,98232507,98232676,98232982,98233665,98233802,98234563,98234833,98234992,98237077,	98227077,98230193,98230551,98230699,98230889,98232594,98232733,98233086,98233722,98233854,98234611,98234869,98235044,98238855,
NM_026453	Mak16	chr8	-	32269940	32279196	32270860	32279151	10	32269940,32271230,32272193,32273502,32275189,32276533,32276845,32276994,32277181,32279136,	32271049,32271296,32272307,32273577,32275244,32276685,32276910,32277104,32277231,32279196,
NM_030188	Ttc30a1	chr2	-	75817181	75820024	75817799	75819794	1	75817181,	75820024,
NM_001159551	H13	chr2	+	152495196	152534406	152495317	152529881	13	152495196,152503277,152506786,152511833,152514398,152514572,152515579,152517528,152520222,152521217,152525918,152529730,152530357,	152495500,152503376,152506869,152511922,152514484,152514698,152515637,152517612,152520259,152521320,152526004,152529930,152534406,
NM_145929	Gga1	chr15	+	78707619	78725014	78708004	78724274	17	78707619,78711467,78712557,78713697,78714514,78715685,78716293,78718540,78718847,78719432,78720145,78721866,78722343,78722882,78723596,78723968,78724163,	78708047,78711552,78712633,78713796,78714638,78715786,78716374,78718678,78718929,78719540,78720298,78721931,78722516,78723070,78723766,78724079,78725014,
NM_173048	Gga3	chr11	-	115445569	115465230	115447043	115465181	17	115445569,115447399,115447629,115448309,115448719,115449249,115449625,115450169,115450368,115451709,115452200,115452576,115452943,115453745,115456019,115456222,115465141,	115447154,115447510,115447799,115448515,115449030,115449317,115449859,115450286,115450450,115451847,115452281,115452680,115453067,115453844,115456095,115456307,115465230,
NM_009327	Hnf1a	chr5	-	115398990	115421071	115400069	115420853	10	115398990,115400702,115400934,115402587,115403335,115403647,115405258,115405824,115410024,115420527,	115400194,115400847,115401053,115402779,115403537,115403796,115405500,115406011,115410224,115421071,
NM_001033425	Zscan10	chr17	+	23737822	23747979	23742538	23747801	6	23737822,23742471,23744090,23744546,23745074,23746233,	23737926,23742931,23744355,23744611,23745132,23747979,
NM_019722	Arl2	chr19	-	6134385	6141137	6134666	6141101	5	6134385,6135978,6137477,6137729,6141036,	6134801,6136059,6137640,6137840,6141137,
NM_011366	Sorbs3	chr14	-	70580276	70607478	70580976	70607434	21	70580276,70583472,70583813,70584634,70586665,70590534,70590822,70590954,70591239,70591892,70592413,70593212,70593367,70593667,70595219,70595729,70599088,70601155,70602737,70603078,70607330,	70581038,70583579,70583914,70584943,70586791,70590649,70590869,70591007,70591382,70591954,70592500,70593266,70593454,70593758,70595313,70595768,70599152,70601349,70602855,70603223,70607478,
NM_172752	Sorbs2	chr8	+	46593141	46913258	46821546	46911160	23	46593141,46744156,46821506,46826840,46830773,46831070,46844406,46848372,46855182,46855899,46857887,46860942,46875329,46878134,46880331,46885063,46886318,46888985,46889186,46891006,46905072,46909082,46911098,	46593311,46744295,46821556,46826933,46830800,46831195,46844545,46848545,46855249,46855944,46858062,46861057,46875379,46878322,46881912,46885155,46886365,46889100,46889315,46891207,46905122,46909189,46913258,
NM_016684	Zscan12	chr13	+	21454688	21461693	21455518	21461382	4	21454688,21455448,21458483,21460420,	21454741,21455920,21458625,21461693,
NM_001013758	Lingo3	chr10	-	80296017	80306784	80297069	80298839	2	80296017,80306686,	80298886,80306784,
NM_001165999	Lingo2	chr4	-	35654653	36898777	35655406	35657227	8	35654653,35837058,36003674,36083486,36206889,36384539,36665899,36898113,	35657262,35837216,36003837,36083519,36206969,36384619,36665996,36898777,
NM_181074	Lingo1	chr9	-	56466280	56533060	56467265	56469110	4	56466280,56501406,56522229,56532926,	56469122,56501639,56522316,56533060,
NM_011066	Per2	chr1	-	93312561	93355905	93314447	93347402	23	93312561,93315951,93316982,93317944,93320266,93324315,93325960,93327350,93327554,93329384,93329972,93331198,93331593,93332226,93334910,93336463,93337408,93341161,93342077,93345284,93346389,93347181,93355749,	93314597,93316102,93317175,93318131,93321063,93324555,93326125,93327457,93327717,93329469,93330098,93331307,93331747,93332333,93334989,93336606,93337460,93341363,93342199,93345439,93346455,93347420,93355905,
NM_080455	Tshz2	chr2	+	169459145	169714001	169459239	169712078	2	169459145,169709025,	169459279,169714001,
NM_026509	Murc	chr4	+	48676385	48686365	48676493	48685517	2	48676385,48684836,	48676901,48686365,
NM_001200028	Pifo	chr3	-	105799882	105817564	105800048	105817523	6	105799882,105801189,105802445,105803289,105804015,105817345,	105800117,105801307,105802576,105803388,105804161,105817564,
NM_008380	Inhba	chr13	+	16106307	16119414	16109128	16118962	3	16106307,16109014,16118075,	16106365,16109516,16119414,
NM_008381	Inhbb	chr1	-	121312041	121318825	121313898	121317663	2	121312041,121317203,	121314674,121318825,
NM_011538	Tbx6	chr7	+	133924996	133929071	133925020	133928682	8	133924996,133925226,133926358,133926718,133926943,133928050,133928205,133928468,	133925138,133925461,133926626,133926865,133927014,133928124,133928389,133929071,
NM_030218	Misp	chr10	+	79283765	79293197	79288495	79292845	5	79283765,79288440,79290622,79292137,79292755,	79283838,79290179,79290756,79292176,79293197,
NM_001177347	1700092M07Rik	chr19	+	8815207	8815709	8815257	8815646	2	8815207,8815464,	8815336,8815709,
NM_025479	Mplkip	chr13	+	17787246	17790780	17787318	17788876	2	17787246,17788675,	17787654,17790780,
NM_145837	Il17d	chr14	+	58143665	58161994	58143743	58161477	3	58143665,58144140,58161170,	58143758,58144436,58161994,
NM_028081	Lrif1	chr3	+	106524599	106539492	106537287	106538766	3	106524599,106537275,106538322,	106525024,106537557,106539492,
NM_172593	Mier3	chr13	+	112476385	112508829	112476553	112505349	13	112476385,112478035,112481443,112493836,112495429,112496209,112496845,112498421,112499933,112501893,112504448,112504652,112504891,	112476562,112478060,112481589,112493971,112495550,112496295,112496921,112498573,112500015,112501988,112504576,112504795,112508829,
NM_001163627	Fam151b	chr13	-	93219577	93253986	93220038	93253907	6	93219577,93236931,93237899,93243917,93247782,93253882,	93220207,93237067,93238117,93244083,93247908,93253986,
NM_009822	Runx1t1	chr4	+	13711928	13820788	13712281	13817034	11	13711928,13762779,13764906,13768944,13773922,13786957,13792347,13792977,13802623,13808196,13816758,	13712288,13762917,13765148,13769034,13774104,13787208,13792433,13793179,13802692,13808387,13820788,
NM_138598	Fam104a	chr11	-	113522634	113545465	113524623	113545399	3	113522634,113538617,113545175,	113524857,113538717,113545465,
NM_172381	AI314180	chr4	-	58811784	58925597	58813052	58925369	49	58811784,58814604,58816541,58818412,58820622,58822267,58822553,58823487,58824242,58824580,58824723,58825515,58826863,58828130,58830271,58832014,58832999,58834234,58834907,58837037,58837569,58839273,58839908,58840879,58841378,58843205,58845575,58846797,58847368,58848993,58853546,58854254,58855439,58856950,58859870,58862551,58862758,58863775,58865987,58866522,58874396,58877218,58882286,58885460,58888295,58889916,58891889,58898239,58925347,	58813192,58814676,58816630,58818518,58820761,58822460,58822597,58823696,58824434,58824647,58824815,58825582,58826953,58828196,58830422,58832136,58833047,58834340,58834987,58837205,58837687,58839342,58840023,58840934,58841524,58843329,58845677,58846970,58847531,58849128,58853638,58854477,58855520,58857074,58859974,58862674,58862825,58863825,58866066,58866608,58874516,58877300,58882426,58885632,58888445,58890035,58892006,58898370,58925597,
NM_027296	Trnt1	chr6	+	106719131	106732458	106719849	106729428	9	106719131,106719823,106723278,106724399,106726112,106727911,106728781,106729179,106731640,	106719185,106719997,106723472,106724538,106726239,106728105,106729035,106729461,106732458,
NM_008410	Itm2b	chr14	-	73762041	73785078	73762864	73784933	6	73762041,73764348,73765558,73766127,73768105,73784816,	73762950,73764499,73765669,73766334,73768234,73785078,
NM_001081295	Arhgef26	chr3	+	62142698	62266139	62143418	62264268	14	62142698,62145265,62149067,62181509,62184752,62223470,62227422,62230510,62232802,62236409,62252014,62262294,62263531,62264125,	62144495,62145305,62149213,62181566,62184913,62223623,62227552,62230585,62232892,62236564,62252224,62262362,62263636,62266139,
NM_145922	Kcnc4	chr3	-	107241222	107261816	107242338	107261808	4	107241222,107248347,107250421,107261118,	107242394,107248551,107251358,107261816,
NM_009359	Tex9	chr9	-	72306377	72339766	72309007	72339759	12	72306377,72309662,72321464,72325543,72326146,72328403,72330253,72331875,72334586,72335818,72339545,72339732,	72309085,72309797,72321599,72325717,72326229,72328582,72330336,72331921,72334666,72335882,72339625,72339766,
NM_008422	Kcnc3	chr7	+	51846255	51860120	51846255	51857375	4	51846255,51850530,51853753,51857238,	51847128,51851638,51853945,51860120,
NM_023884	Ralgps2	chr1	-	158734298	158869757	158739294	158837826	20	158734298,158741575,158743568,158747871,158749943,158751517,158754121,158758270,158759102,158760515,158762795,158763025,158799571,158814663,158817221,158818077,158830716,158831916,158837769,158869619,	158739324,158741667,158743674,158747964,158750049,158751595,158754176,158758422,158759259,158760583,158762886,158763163,158799698,158814756,158817311,158818161,158830767,158832021,158837849,158869757,
