Database of representative transcript models for protein-coding genes in HEK293T cells and for the poly(A)-tail length standards.
Transcript models from the UCSC refFlat table for human had their 3' ends re-annotated using 3P-Seq (Jan et al., Nature 2011) data from HEK293T cells; only genes detected by 3P-Seq are included in the table.
Coordinates of human genes are based on the hg18 genome assembly.
RefseqAccession	GeneSymbol	Chromosome	Strand	TxStart	TxEnd	CdsStart	CdsEnd	ExonCount	ExonStarts	ExonEnds
NM_001185090	GRIN1	chr9	+	139153429	139183031	139153759	139182115	21	139153429,139156285,139159998,139162424,139163281,139170941,139171135,139172651,139172893,139175328,139175561,139176196,139176444,139176676,139176863,139177118,139177441,139177831,139178031,139179458,139182046,	139154017,139156420,139160175,139162487,139163382,139171063,139171310,139172796,139172977,139175470,139175689,139176361,139176563,139176789,139177012,139177276,139177603,139177941,139178177,139179569,139183031,
NM_014338	PISD	chr22	-	30345348	30356810	30345597	30351801	9	30345348,30346538,30346981,30347319,30347634,30349669,30351748,30353988,30356789,	30345822,30346699,30347128,30347458,30347871,30349835,30352002,30354196,30356810,
NM_033260	FOXQ1	chr6	+	1257674	1259991	1257939	1259151	1	1257674,	1259991,
NM_001145250	SP9	chr2	+	174908066	174912956	174908066	174910514	2	174908066,174909080,	174908087,174912956,
NM_001135243	TCOF1	chr5	+	149717394	149760062	149717502	149758804	27	149717394,149720911,149723868,149727599,149728471,149729284,149731761,149733929,149734372,149734709,149735094,149735476,149735837,149736178,149738660,149738984,149739287,149747657,149749642,149751299,149751712,149752463,149753127,149756037,149758109,149758777,149759565,	149717610,149720967,149724008,149727673,149728658,149729358,149731992,149734142,149734567,149734919,149735310,149735665,149736086,149736376,149738798,149739164,149739488,149747844,149749779,149751413,149751932,149752546,149753308,149756598,149758207,149758826,149760062,
NM_032141	NSRP1	chr17	+	25467950	25537610	25467987	25536818	7	25467950,25469223,25523685,25529214,25530233,25532051,25535758,	25468007,25469317,25523742,25529343,25530441,25532160,25537610,
NM_016320	NUP98	chr11	-	3652824	3775598	3653964	3759923	33	3652824,3654314,3657359,3661005,3663778,3669152,3671037,3673254,3676887,3678415,3680268,3683005,3684250,3690369,3691623,3697217,3698517,3700962,3702908,3709196,3712996,3722314,3731121,3738344,3740707,3746386,3749553,3751437,3753687,3756678,3756961,3759847,3775205,	3654182,3654426,3657514,3661247,3664000,3669295,3671181,3673412,3677154,3678645,3680698,3683162,3684433,3690534,3691801,3697356,3698631,3701261,3703025,3709384,3713130,3722455,3731214,3738432,3740845,3746550,3749734,3751545,3753827,3756855,3757063,3759951,3775598,
NM_004628	XPC	chr3	-	14161649	14195176	14162441	14195072	19	14161649,14163790,14164408,14165062,14165314,14168835,14172835,14172877,14174512,14174971,14175043,14176244,14181316,14181931,14183672,14184760,14186941,14189370,14194969,	14162660,14163880,14164502,14165232,14165449,14168917,14172876,14172997,14174969,14175042,14175396,14176334,14181437,14182089,14183757,14184884,14187054,14189566,14195176,
NM_138473	SP1	chr12	+	52060245	52096490	52060342	52091291	6	52060245,52061709,52062160,52086635,52089412,52090977,	52060349,52061864,52063673,52086804,52089612,52096490,
NM_000837	GRINA	chr8	+	145136213	145139567	145137379	145138997	7	145136213,145137355,145137847,145138033,145138400,145138620,145138847,	145136467,145137758,145137960,145138234,145138529,145138764,145139567,
NM_003111	SP3	chr2	-	174479482	174538676	174482914	174538145	7	174479482,174486043,174491566,174527846,174536734,174537378,174538138,	174483231,174486240,174491759,174529206,174536857,174537527,174538676,
NM_003112	SP4	chr7	+	21434213	21524896	21434394	21517412	6	21434213,21434819,21435431,21483221,21488066,21517164,	21434401,21434935,21436986,21483450,21488266,21524896,
NM_001003845	SP5	chr2	+	171280102	171282742	171280268	171282160	2	171280102,171281014,	171280319,171282742,
NM_024046	CAMKV	chr3	-	49869650	49882373	49871754	49874825	11	49869650,49872607,49872907,49873152,49873379,49873616,49873875,49874227,49874481,49874730,49882194,	49872318,49872695,49872986,49873289,49873455,49873737,49874014,49874302,49874613,49874839,49882373,
NM_139015	SPPL3	chr12	-	119684700	119826538	119687184	119826053	11	119684700,119688448,119689579,119690510,119691138,119704840,119705859,119706659,119713654,119732994,119826030,	119687256,119688558,119689779,119690674,119691245,119704953,119705938,119706779,119713743,119733072,119826538,
NM_014498	GOLIM4	chr3	-	169209164	169296111	169210750	169295767	16	169209164,169211224,169225007,169225409,169228209,169229704,169230261,169233001,169237317,169241267,169241873,169243860,169245309,169247431,169248772,169295580,	169210900,169211305,169225076,169225577,169228319,169229784,169230518,169233334,169237476,169241351,169241956,169244011,169245363,169247481,169248847,169296111,
NM_001017989	OPA3	chr19	-	50722874	50779962	50724153	50779862	2	50722874,50779720,	50724554,50779962,
NM_130837	OPA1	chr3	+	194793626	194898008	194793860	194892610	31	194793626,194815205,194816156,194817660,194818266,194819351,194826574,194832094,194835900,194837677,194838434,194843247,194843457,194843855,194844010,194844457,194846035,194846210,194847547,194848552,194849277,194855344,194857562,194859369,194859964,194863304,194865362,194866778,194867652,194892545,194895088,	194793892,194815524,194816253,194817768,194818320,194819419,194826685,194832148,194836005,194837764,194838548,194843328,194843532,194843927,194844110,194844588,194846108,194846283,194847663,194848617,194849354,194855510,194857715,194859478,194860044,194863445,194865479,194866872,194867763,194892615,194898008,
NM_001172663	RAB40C	chr16	+	579357	619265	580292	617623	7	579357,580261,607208,608200,615432,615899,617342,	579548,580434,607269,608261,615510,616122,619265,
NM_006822	RAB40B	chr17	-	78208237	78249887	78209027	78249761	6	78208237,78209655,78210744,78212151,78215660,78249619,	78209299,78209878,78210822,78212212,78215721,78249887,
NM_080879	RAB40A	chrX	-	102638127	102661073	102641506	102642340	3	102638127,102658957,102660953,	102642410,102659109,102661073,
NM_000094	COL7A1	chr3	-	48576515	48607597	48576842	48607596	118	48576515,48577219,48577545,48577846,48578072,48578703,48578946,48579096,48579343,48579564,48580010,48580146,48580274,48580526,48580935,48581220,48581811,48582028,48582161,48582316,48582570,48582711,48582901,48583075,48583297,48583537,48583679,48584437,48584563,48584816,48584939,48585107,48585298,48585457,48585610,48585752,48585949,48586126,48586291,48586698,48586924,48587113,48587233,48587500,48587643,48587775,48588062,48588303,48588685,48588836,48588958,48589112,48589320,48589428,48590757,48590889,48591355,48591633,48591805,48591916,48592024,48592221,48592467,48592736,48593017,48593318,48593558,48593696,48593884,48594009,48594142,48594347,48594759,48594914,48595045,48595449,48595563,48595829,48595992,48596154,48596336,48596471,48596734,48596921,48597170,48597346,48597472,48597993,48598126,48598266,48598376,48598510,48598768,48598999,48599408,48599626,48599856,48600229,48600718,48601078,48601306,48601763,48602035,48602649,48602895,48603109,48603900,48604109,48604334,48604538,48604787,48605006,48605211,48605538,48605792,48605973,48606804,48607511,	48576859,48577417,48577638,48577933,48578105,48578752,48579000,48579174,48579460,48579627,48580073,48580200,48580328,48580607,48580971,48581292,48581883,48582085,48582197,48582352,48582615,48582771,48582937,48583147,48583405,48583597,48583715,48584482,48584608,48584858,48584975,48585176,48585379,48585493,48585673,48585785,48585994,48586162,48586327,48586743,48586987,48587158,48587302,48587563,48587679,48587976,48588185,48588339,48588733,48588872,48588994,48589208,48589356,48589464,48590802,48590952,48591391,48591714,48591841,48591952,48592105,48592251,48592494,48592781,48593089,48593363,48593594,48593777,48593920,48594069,48594196,48594380,48594795,48594950,48595090,48595485,48595608,48595865,48596052,48596217,48596390,48596498,48596812,48596993,48597206,48597382,48597553,48598056,48598171,48598293,48598412,48598683,48598915,48599126,48599545,48599773,48599991,48600376,48600841,48601225,48601432,48601907,48602155,48602793,48603021,48603253,48604029,48604259,48604451,48604685,48604904,48605136,48605375,48605700,48605886,48606133,48606985,48607597,
NM_138476	MDP1	chr14	-	23748661	23755116	23753069	23755001	6	23748661,23753355,23753537,23754597,23754782,23754964,	23753197,23753441,23753645,23754708,23754843,23755116,
NM_016426	GTSE1	chr22	+	45071301	45105369	45071961	45104691	12	45071301,45071940,45082710,45082879,45086701,45088450,45090592,45097750,45100996,45103248,45103918,45104607,	45071492,45072040,45082768,45083504,45086866,45088574,45090973,45097823,45101215,45103450,45104128,45105369,
NM_003224	ARFRP1	chr20	-	61800445	61809809	61802238	61808887	8	61800445,61802397,61803625,61803931,61808152,61808446,61808794,61809662,	61802326,61802498,61803696,61804013,61808235,61808534,61808888,61809809,
NM_001042465	PSAP	chr10	-	73246062	73281088	73247203	73280984	15	73246062,73248379,73248793,73249227,73249476,73250002,73251638,73252416,73255599,73257776,73258639,73260888,73261608,73264134,73280944,	73247239,73248487,73248874,73249385,73249663,73250098,73251773,73252422,73255656,73257920,73258840,73261014,73261683,73264268,73281088,
NM_032802	SPPL2A	chr15	-	48784966	48845202	48787288	48845022	15	48784966,48799428,48801612,48804709,48805809,48810453,48812091,48815589,48816132,48819168,48826983,48827601,48828176,48829124,48844956,	48787363,48799589,48801690,48804812,48805866,48810528,48812173,48815691,48816229,48819317,48827117,48827691,48828359,48829235,48845202,
NM_152988	SPPL2B	chr19	+	2279628	2305796	2279708	2304207	15	2279628,2285600,2288441,2289750,2290067,2290822,2291074,2291895,2294208,2294962,2295359,2295550,2296250,2302431,2303943,	2279774,2285720,2288624,2289840,2290207,2290965,2291170,2292012,2294290,2295037,2295422,2295650,2296328,2302592,2305796,
NM_015471	NSL1	chr1	-	210968231	211031762	210978372	211031728	6	210968231,210979498,211022336,211024327,211027523,211031494,	210978651,210979566,211022391,211024458,211027602,211031762,
NM_002207	ITGA9	chr3	+	37468816	37839999	37468869	37835484	28	37468816,37487501,37489848,37497978,37510995,37519672,37522494,37525053,37530257,37533998,37535754,37540015,37542520,37549808,37558919,37645681,37670208,37700359,37749206,37753398,37758224,37760420,37766956,37793886,37796396,37801471,37820317,37835385,	37469054,37487629,37489955,37498102,37511063,37519802,37522580,37525122,37530395,37534104,37535849,37540106,37542566,37549963,37559080,37645831,37670285,37700510,37749293,37753478,37758314,37760529,37767064,37794012,37796516,37801573,37820437,37839999,
NM_003358	UGCG	chr9	+	113699026	113737465	113699316	113735098	9	113699026,113716705,113724949,113726877,113728484,113731600,113733371,113734270,113734927,	113699414,113716847,113725052,113726979,113728597,113731779,113733458,113734460,113737465,
NM_173201	ATP2A1	chr16	+	28797309	28823285	28797493	28823027	22	28797309,28797920,28798322,28799736,28801272,28803396,28806010,28806246,28807608,28812976,28813326,28813643,28816821,28817054,28819402,28820684,28821005,28821401,28821599,28821851,28822144,28823001,	28797611,28797938,28798405,28799841,28801411,28803477,28806096,28806544,28807775,28813065,28813429,28813775,28816947,28817273,28819738,28820905,28821208,28821487,28821733,28821969,28822262,28823285,
NM_170665	ATP2A2	chr12	+	109203414	109273277	109203977	109268658	20	109203414,109204791,109204900,109214207,109218786,109245179,109248577,109249740,109254784,109255368,109256199,109261468,109261690,109262846,109264415,109265419,109267073,109267436,109268188,109268388,	109204095,109204809,109204983,109214312,109218925,109245260,109248663,109250205,109254873,109255471,109256331,109261591,109261909,109263182,109264636,109265622,109267159,109267570,109268306,109273277,
NM_174953	ATP2A3	chr17	-	3773909	3814507	3775464	3814334	23	3773909,3778023,3778269,3778705,3779370,3780343,3785234,3786309,3787458,3791013,3791478,3792648,3793433,3794746,3795102,3797433,3800553,3800735,3801293,3801623,3803389,3803735,3814216,	3775484,3778081,3778370,3778823,3779488,3780477,3785320,3786512,3787679,3791349,3791697,3792774,3793565,3794849,3795191,3797898,3800639,3800816,3801432,3801728,3803472,3803753,3814507,
NM_181501	ITGA1	chr5	+	52119892	52288079	52119944	52284038	29	52119892,52180955,52193037,52196353,52196561,52197280,52213461,52219403,52225262,52229042,52229825,52237349,52240484,52241748,52247050,52250318,52251918,52254363,52256864,52259170,52261211,52263633,52265480,52268987,52271176,52271426,52276529,52278931,52283993,	52120005,52181076,52193150,52196442,52196673,52197408,52213610,52219554,52225428,52229116,52229970,52237495,52240628,52242006,52247181,52250485,52252055,52254474,52257074,52259251,52261288,52263723,52265583,52269101,52271278,52271531,52276622,52279048,52288079,
NM_002203	ITGA2	chr5	+	52320912	52426169	52321055	52422186	30	52320912,52358334,52373698,52376587,52379949,52380229,52382997,52387124,52387570,52389611,52391460,52392487,52394372,52396498,52397427,52398704,52401695,52403524,52404199,52404704,52405971,52406647,52406807,52410358,52412097,52413178,52414926,52418538,52421532,52422105,	52321119,52358455,52373808,52376679,52380064,52380357,52383146,52387275,52387736,52389688,52391599,52392633,52394516,52396702,52397564,52398844,52401847,52403635,52404282,52404846,52406064,52406724,52406891,52410461,52412208,52413283,52415040,52418628,52421649,52426169,
NM_006170	NOP2	chr12	-	6536298	6547759	6536419	6547345	16	6536298,6539524,6539873,6540124,6540357,6541090,6541310,6542507,6542741,6543038,6543317,6545527,6545955,6546203,6547242,6547633,	6537069,6539753,6539996,6540214,6540497,6541231,6541398,6542597,6542939,6543198,6543373,6545751,6546044,6546249,6547349,6547759,
NM_000885	ITGA4	chr2	+	182029863	182111908	182030626	182108499	28	182029863,182031167,182047931,182048130,182051728,182053108,182054569,182055331,182055485,182058852,182066296,182067693,182068342,182068754,182071594,182082629,182084670,182095162,182096408,182097142,182098173,182100268,182102512,182103495,182104628,182107243,182107787,182108403,	182030823,182031289,182048038,182048260,182051796,182053238,182054655,182055394,182055623,182058964,182066391,182067784,182068388,182068909,182071749,182082779,182084747,182095313,182096504,182097222,182098263,182100359,182102620,182103621,182104748,182107342,182107907,182111908,
NM_002205	ITGA5	chr12	-	53075312	53099317	53076343	53099249	30	53075312,53077415,53078647,53079695,53079914,53080896,53081423,53081635,53081826,53082051,53082230,53083033,53083237,53083675,53083961,53084195,53084480,53084753,53085216,53085714,53085920,53087699,53087882,53088160,53088806,53088943,53089282,53089535,53091884,53099031,	53076427,53077538,53078749,53079809,53079998,53081046,53081529,53081716,53081906,53082144,53082381,53083101,53083375,53083830,53084017,53084297,53084526,53084945,53085425,53085767,53085977,53087743,53087927,53088286,53088852,53089005,53089403,53089648,53092015,53099317,
NM_006912	RIT1	chr1	-	154134220	154147817	154136802	154147176	6	154134220,154140725,154141145,154146864,154147070,154147657,	154137033,154140917,154141219,154146921,154147219,154147817,
NM_001144996	ITGA7	chr12	-	54364621	54387953	54365108	54387733	25	54364621,54368021,54368252,54368894,54372894,54373191,54374071,54374306,54374493,54374665,54374828,54375572,54376333,54376949,54377266,54377501,54377745,54377988,54378433,54378760,54380312,54380949,54382922,54383101,54387527,	54365339,54368147,54368351,54369008,54373026,54373368,54374174,54374381,54374573,54374746,54375021,54375688,54376483,54377119,54377328,54377597,54377873,54378077,54378627,54378968,54380444,54381205,54383002,54383229,54387953,
NM_001144823	DENND4A	chr15	-	63738514	63871685	63741242	63835842	33	63738514,63743721,63743951,63744736,63746840,63747316,63749170,63749404,63751183,63755836,63769806,63775757,63776658,63779935,63780442,63781153,63781696,63782264,63785482,63794869,63797169,63802239,63808463,63808925,63811033,63812143,63817098,63818097,63821106,63831770,63835531,63840751,63871401,	63741379,63743786,63744114,63744854,63747095,63747515,63749317,63749580,63751278,63756026,63770903,63775889,63776775,63780064,63780584,63781282,63781903,63782400,63785616,63795015,63797388,63802340,63808639,63809070,63811092,63812210,63817337,63818267,63821176,63832020,63835864,63840830,63871685,
NM_014856	DENND4B	chr1	-	152168605	152185778	152169396	152183474	28	152168605,152169638,152169791,152170046,152171303,152171741,152171960,152172296,152172582,152173234,152173859,152175159,152175641,152176587,152176823,152177999,152178688,152179255,152179530,152180003,152180330,152180473,152180968,152181286,152181655,152181977,152183157,152185400,	152169542,152169703,152169957,152170164,152171540,152171877,152172130,152172419,152172971,152173402,152174064,152175288,152175848,152176714,152176963,152178145,152178904,152179356,152179706,152180148,152180389,152180540,152181213,152181456,152181725,152182230,152183497,152185778,
NM_017925	DENND4C	chr9	+	19220762	19364135	19266172	19362171	32	19220762,19266155,19276766,19278593,19280701,19286005,19288053,19289226,19290184,19295349,19306414,19306618,19314359,19315936,19316061,19318027,19321975,19324974,19326267,19330989,19332630,19335918,19340699,19342070,19342487,19346969,19347962,19350241,19351843,19359834,19361753,19362034,	19220831,19266477,19277019,19278663,19280874,19286244,19288120,19289285,19290329,19295525,19306515,19306837,19314505,19315972,19316192,19318160,19322182,19325103,19326412,19331112,19332777,19337084,19340877,19342180,19342663,19347152,19348158,19350487,19351961,19359985,19361818,19364135,
NM_015055	SWAP70	chr11	+	9642203	9731080	9642302	9728093	12	9642203,9672268,9691588,9702780,9706175,9707465,9710651,9716335,9718303,9725980,9727209,9727986,	9642401,9672409,9691762,9703008,9706322,9707574,9710833,9716443,9718470,9726179,9727306,9731080,
NM_001015072	UFSP1	chr7	-	100324265	100325275	100324399	100324828	1	100324265,	100325275,
NM_012396	PHLDA3	chr1	-	199696911	199704922	199704153	199704537	2	199696911,199704091,	199701929,199704922,
NM_018359	UFSP2	chr4	-	186558461	186584133	186558539	186584016	12	186558461,186561641,186563927,186566083,186566418,186571873,186573302,186573857,186576588,186576734,186580632,186584013,	186558626,186561766,186564004,186566208,186566583,186572020,186573495,186574015,186576655,186576918,186580711,186584133,
NM_145032	FBXL13	chr7	-	102238702	102502251	102241024	102457101	20	102238702,102249722,102260522,102282459,102305149,102306013,102310987,102311250,102311896,102340768,102353956,102359563,102391215,102395704,102452745,102455131,102456282,102457033,102483326,102501928,	102241214,102249886,102260657,102282543,102305276,102306133,102311150,102311368,102311995,102340898,102354057,102359616,102391348,102395800,102452913,102455241,102456431,102457101,102483430,102502251,
NM_017703	FBXL12	chr19	-	9781943	9790731	9782571	9790489	3	9781943,9790220,9790403,	9783393,9790293,9790731,
NM_152902	TIPRL	chr1	+	166414794	166437969	166414939	166435908	7	166414794,166419763,166420640,166427230,166432408,166434780,166435764,	166415043,166419943,166420740,166427362,166432504,166434843,166437969,
NM_152441	FBXL14	chr12	-	1545428	1573592	1546174	1573493	2	1545428,1572299,	1546237,1573592,
NM_001163315	FBXL17	chr5	-	107222637	107745698	107225319	107745291	9	107222637,107244636,107384524,107549716,107587720,107711998,107728337,107731430,107744298,	107225460,107244779,107384601,107549847,107587828,107712130,107728595,107731553,107745698,
NM_001098213	HRH1	chr3	+	11153778	11279943	11275723	11277187	2	11153778,11275688,	11154085,11279943,
NM_015566	FAM169A	chr5	-	74109320	74198419	74113040	74173257	13	74109320,74114511,74127610,74132460,74133170,74136073,74136736,74145420,74166006,74170545,74171654,74173125,74198331,	74113589,74114715,74127767,74132611,74133210,74136186,74136865,74145600,74166178,74170631,74171754,74173260,74198419,
NM_024963	FBXL18	chr7	-	5481959	5519925	5487931	5519831	5	5481959,5497387,5506644,5511568,5519813,	5488088,5497606,5508188,5511787,5519925,
NM_032484	GHDC	chr17	-	37594632	37600076	37595246	37599125	10	37594632,37595728,37596167,37596375,37596561,37597784,37598449,37598860,37599310,37599936,	37595465,37595814,37596301,37596447,37596754,37598286,37598571,37599138,37599394,37600076,
NM_152744	SDK1	chr7	+	3307605	4275154	3307744	4271542	45	3307605,3625237,3645161,3648115,3827607,3957080,3957887,3965088,3968814,3973475,3975414,3977623,3980526,3993343,4017123,4018252,4023328,4055505,4057795,4073995,4083155,4085620,4116820,4119446,4120194,4133538,4136065,4138482,4151879,4155419,4164605,4167943,4180379,4181932,4184642,4212036,4214256,4216182,4226266,4227396,4239412,4243804,4247950,4251833,4271281,	3308042,3625397,3645268,3648263,3827741,3957192,3958078,3965172,3969009,3973592,3975582,3977726,3980703,3993480,4017271,4018393,4023510,4055621,4057988,4074094,4083347,4085742,4116930,4119597,4120432,4133654,4136255,4138581,4152074,4155621,4164709,4168014,4180515,4181992,4184744,4212152,4214443,4216320,4226428,4227522,4239577,4243942,4248071,4251963,4275154,
