Database of representative transcript models for protein-coding genes in HeLa cells and for the poly(A)-tail length standards.
Transcript models from the UCSC refFlat table for human had their 3' ends re-annotated using 3P-Seq (Jan et al., Nature 2011) data from HeLa cells; only genes detected by 3P-Seq are included in the table.
Coordinates of human genes are based on the hg18 genome assembly.
RefseqAccession	GeneSymbol	Chromosome	Strand	TxStart	TxEnd	CdsStart	CdsEnd	ExonCount	ExonStarts	ExonEnds
NM_002676	PMM1	chr22	-	40302852	40315817	40303267	40315755	8	40302852,40303757,40304755,40309908,40310230,40310476,40312025,40315668,	40303390,40303873,40304831,40310008,40310322,40310553,40312143,40315817,
NM_054012	ASS1	chr9	+	132309914	132366455	132317436	132366229	15	132309914,132317431,132319512,132323608,132329318,132331932,132336041,132336692,132342078,132344923,132345592,132354540,132360074,132364712,132366183,	132310203,132317541,132319581,132323797,132329375,132332007,132336112,132336723,132342169,132345008,132345657,132354672,132360231,132364778,132366455,
NM_002486	NCBP1	chr9	+	99435525	99475848	99435984	99473302	23	99435525,99442896,99443664,99445306,99447219,99447713,99449594,99450110,99452605,99453412,99455900,99456982,99457804,99458113,99460742,99463048,99464144,99465056,99466442,99468865,99470948,99471695,99473188,	99436018,99442985,99443765,99445463,99447327,99447835,99449664,99450326,99452703,99453476,99456011,99457047,99457867,99458188,99460846,99463171,99464247,99465150,99466546,99468980,99471077,99471809,99475848,
NM_152601	ZNF709	chr19	-	12432998	12456632	12435809	12456471	4	12432998,12438275,12438537,12456468,	12437547,12438333,12438664,12456632,
NM_032166	ATRIP	chr3	+	48463117	48482050	48463253	48481957	12	48463117,48466446,48468138,48470703,48473662,48475761,48476189,48476512,48480147,48480443,48481233,48481889,	48463500,48466580,48468309,48470822,48473820,48475857,48476319,48477202,48480284,48480535,48481486,48482050,
NM_003656	CAMK1	chr3	-	9774031	9786668	9774222	9784433	12	9774031,9774412,9776171,9776355,9777339,9778144,9778314,9779597,9779822,9782442,9784350,9786515,	9774305,9774530,9776259,9776434,9777452,9778220,9778441,9779736,9779897,9782574,9784465,9786668,
NM_003124	SPR	chr2	+	72968019	72972794	72968069	72972174	3	72968019,72968950,72971983,	72968373,72969241,72972794,
NM_144566	ZNF700	chr19	+	11896882	11922577	11897025	11922068	4	11896882,11918995,11919328,11920090,	11897088,11919122,11919389,11922577,
NM_173831	ZNF707	chr8	+	144838609	144849542	144844266	144848688	7	144838609,144842151,144843361,144844214,144845230,144845757,144847828,	144838700,144842225,144843459,144844281,144845357,144845871,144849542,
NM_001033723	ZNF704	chr8	-	81703241	81949571	81716155	81896384	9	81703241,81717824,81734374,81739604,81745292,81762015,81767793,81896163,81949360,	81716267,81717919,81734479,81739872,81745393,81762248,81767897,81896405,81949571,
NM_018683	RNF114	chr20	+	47986320	48003822	47986356	48002085	6	47986320,47991504,47995325,47996079,47999191,48002019,	47986496,47991655,47995432,47996194,47999299,48003822,
NM_014455	RNF115	chr1	+	144322346	144402010	144322596	144399577	9	144322346,144357471,144361839,144374515,144393379,144394931,144395941,144398332,144399445,	144322698,144357530,144361897,144374724,144393451,144395004,144396035,144398448,144402010,
NM_018471	ZC3H15	chr2	+	187059129	187082330	187059354	187081705	10	187059129,187068204,187073153,187074244,187075467,187077003,187078422,187078711,187079684,187081514,	187059429,187068306,187073265,187074397,187075559,187077186,187078569,187078813,187079808,187082330,
NM_207662	ZC3H14	chr14	+	88130482	88148967	88130823	88147848	7	88130482,88132830,88143339,88145363,88145811,88146930,88147841,	88131208,88132905,88143460,88145500,88145900,88147037,88148967,
NM_017610	RNF111	chr15	+	57067156	57176821	57110313	57174391	14	57067156,57110294,57131795,57135172,57137846,57146254,57155444,57160426,57163619,57165149,57169157,57170549,57172027,57174273,	57067559,57111193,57131922,57135336,57138041,57146574,57155706,57160775,57163745,57165276,57169250,57170645,57172131,57176821,
NM_014338	PISD	chr22	-	30345345	30356810	30345597	30351801	9	30345345,30346538,30346981,30347319,30347634,30349669,30351748,30353988,30356789,	30345822,30346699,30347128,30347458,30347871,30349835,30352002,30354196,30356810,
NM_019023	PRMT7	chr16	+	66902377	66948663	66907383	66948628	19	66902377,66903445,66907300,66912829,66916086,66920469,66928862,66930725,66931191,66937078,66937548,66938614,66939034,66939745,66943651,66944895,66947126,66948104,66948457,	66902503,66903580,66907478,66912866,66916236,66920578,66928975,66930967,66931372,66937206,66937684,66938698,66939082,66939835,66943813,66944970,66947287,66948201,66948663,
NM_001357	DHX9	chr1	+	181075061	181123738	181078324	181123192	28	181075061,181078302,181079051,181087990,181089063,181089787,181092289,181093861,181094308,181094490,181094797,181095750,181102201,181102718,181108094,181110611,181111807,181112204,181112587,181113778,181115007,181116254,181117021,181117277,181118896,181119277,181120370,181122840,	181075214,181078435,181079192,181088102,181089176,181089936,181092336,181093998,181094398,181094652,181094875,181095942,181102343,181102801,181108251,181110712,181112021,181112299,181112661,181113931,181115168,181116366,181117183,181117405,181119126,181119393,181120571,181123738,
NM_032141	NSRP1	chr17	+	25467950	25537618	25467987	25536818	7	25467950,25469223,25523685,25529214,25530233,25532051,25535758,	25468007,25469317,25523742,25529343,25530441,25532160,25537618,
NM_139132	NUP98	chr11	-	3652825	3775598	3653964	3759923	32	3652825,3654314,3657359,3661005,3669152,3671037,3673254,3676887,3678415,3680268,3683005,3684250,3690369,3691623,3697217,3698517,3700962,3702908,3709196,3712996,3722314,3731121,3738344,3740707,3746386,3749553,3751437,3753687,3756678,3756961,3759847,3775205,	3654182,3654426,3657514,3661247,3669295,3671181,3673412,3677154,3678645,3680698,3683162,3684433,3690534,3691801,3697356,3698631,3701261,3703025,3709384,3713130,3722455,3731214,3738432,3740845,3746550,3749734,3751545,3753827,3756855,3757063,3759951,3775598,
NM_003109	SP1	chr12	+	52060694	52096491	52061723	52091291	6	52060694,52061709,52062160,52086635,52089412,52090977,	52060735,52061864,52063673,52086804,52089612,52096491,
NM_001009184	GRINA	chr8	+	145136213	145139571	145137379	145138997	7	145136213,145137355,145137847,145138033,145138400,145138620,145138847,	145136355,145137758,145137960,145138234,145138529,145138764,145139571,
NM_003111	SP3	chr2	-	174479433	174538676	174482914	174538145	7	174479433,174486043,174491566,174527846,174536734,174537378,174538138,	174483231,174486240,174491759,174529206,174536857,174537527,174538676,
NM_003112	SP4	chr7	+	21434213	21520902	21434394	21517412	6	21434213,21434819,21435431,21483221,21488066,21517164,	21434401,21434935,21436986,21483450,21488266,21520902,
NM_139015	SPPL3	chr12	-	119685412	119826538	119687184	119826053	11	119685412,119688448,119689579,119690510,119691138,119704840,119705859,119706659,119713654,119732994,119826030,	119687256,119688558,119689779,119690674,119691245,119704953,119705938,119706779,119713743,119733072,119826538,
NM_025136	OPA3	chr19	-	50744251	50779962	50748611	50779862	2	50744251,50779720,	50749009,50779962,
NM_130837	OPA1	chr3	+	194793626	194898293	194793860	194892610	31	194793626,194815205,194816156,194817660,194818266,194819351,194826574,194832094,194835900,194837677,194838434,194843247,194843457,194843855,194844010,194844457,194846035,194846210,194847547,194848552,194849277,194855344,194857562,194859369,194859964,194863304,194865362,194866778,194867652,194892545,194895088,	194793892,194815524,194816253,194817768,194818320,194819419,194826685,194832148,194836005,194837764,194838548,194843328,194843532,194843927,194844110,194844588,194846108,194846283,194847663,194848617,194849354,194855510,194857715,194859478,194860044,194863445,194865479,194866872,194867763,194892615,194898293,
NM_021168	RAB40C	chr16	+	580173	619266	580292	617623	6	580173,607208,608200,615432,615899,617342,	580434,607269,608261,615510,616122,619266,
NM_006822	RAB40B	chr17	-	78208238	78249887	78209027	78249761	6	78208238,78209655,78210744,78212151,78215660,78249619,	78209299,78209878,78210822,78212212,78215721,78249887,
NM_000094	COL7A1	chr3	-	48576509	48607597	48576842	48607596	118	48576509,48577219,48577545,48577846,48578072,48578703,48578946,48579096,48579343,48579564,48580010,48580146,48580274,48580526,48580935,48581220,48581811,48582028,48582161,48582316,48582570,48582711,48582901,48583075,48583297,48583537,48583679,48584437,48584563,48584816,48584939,48585107,48585298,48585457,48585610,48585752,48585949,48586126,48586291,48586698,48586924,48587113,48587233,48587500,48587643,48587775,48588062,48588303,48588685,48588836,48588958,48589112,48589320,48589428,48590757,48590889,48591355,48591633,48591805,48591916,48592024,48592221,48592467,48592736,48593017,48593318,48593558,48593696,48593884,48594009,48594142,48594347,48594759,48594914,48595045,48595449,48595563,48595829,48595992,48596154,48596336,48596471,48596734,48596921,48597170,48597346,48597472,48597993,48598126,48598266,48598376,48598510,48598768,48598999,48599408,48599626,48599856,48600229,48600718,48601078,48601306,48601763,48602035,48602649,48602895,48603109,48603900,48604109,48604334,48604538,48604787,48605006,48605211,48605538,48605792,48605973,48606804,48607511,	48576859,48577417,48577638,48577933,48578105,48578752,48579000,48579174,48579460,48579627,48580073,48580200,48580328,48580607,48580971,48581292,48581883,48582085,48582197,48582352,48582615,48582771,48582937,48583147,48583405,48583597,48583715,48584482,48584608,48584858,48584975,48585176,48585379,48585493,48585673,48585785,48585994,48586162,48586327,48586743,48586987,48587158,48587302,48587563,48587679,48587976,48588185,48588339,48588733,48588872,48588994,48589208,48589356,48589464,48590802,48590952,48591391,48591714,48591841,48591952,48592105,48592251,48592494,48592781,48593089,48593363,48593594,48593777,48593920,48594069,48594196,48594380,48594795,48594950,48595090,48595485,48595608,48595865,48596052,48596217,48596390,48596498,48596812,48596993,48597206,48597382,48597553,48598056,48598171,48598293,48598412,48598683,48598915,48599126,48599545,48599773,48599991,48600376,48600841,48601225,48601432,48601907,48602155,48602793,48603021,48603253,48604029,48604259,48604451,48604685,48604904,48605136,48605375,48605700,48605886,48606133,48606985,48607597,
NM_001134758	ARFRP1	chr20	-	61801258	61809809	61802393	61808887	7	61801258,61803625,61803931,61808152,61808446,61808794,61809662,	61802498,61803696,61804013,61808235,61808534,61808888,61809809,
NM_032802	SPPL2A	chr15	-	48787066	48845202	48787288	48845022	15	48787066,48799428,48801612,48804709,48805809,48810453,48812091,48815589,48816132,48819168,48826983,48827601,48828176,48829124,48844956,	48787363,48799589,48801690,48804812,48805866,48810528,48812173,48815691,48816229,48819317,48827117,48827691,48828359,48829235,48845202,
NM_001042549	NSL1	chr1	-	210976931	211031762	210979508	211031728	7	210976931,210979498,211006153,211022336,211024327,211027523,211031494,	210978651,210979566,211006238,211022391,211024458,211027602,211031762,
NM_003358	UGCG	chr9	+	113699026	113737466	113699316	113735098	9	113699026,113716705,113724949,113726877,113728484,113731600,113733371,113734270,113734927,	113699414,113716847,113725052,113726979,113728597,113731779,113733458,113734460,113737466,
NM_170665	ATP2A2	chr12	+	109203414	109273278	109203977	109268658	20	109203414,109204791,109204900,109214207,109218786,109245179,109248577,109249740,109254784,109255368,109256199,109261468,109261690,109262846,109264415,109265419,109267073,109267436,109268188,109268388,	109204095,109204809,109204983,109214312,109218925,109245260,109248663,109250205,109254873,109255471,109256331,109261591,109261909,109263182,109264636,109265622,109267159,109267570,109268306,109273278,
NM_174956	ATP2A3	chr17	-	3773917	3814507	3775475	3814334	22	3773917,3778269,3778705,3779370,3780343,3785234,3786309,3787458,3791013,3791478,3792648,3793433,3794746,3795102,3797433,3800553,3800735,3801293,3801623,3803389,3803735,3814216,	3775484,3778370,3778823,3779488,3780477,3785320,3786512,3787679,3791349,3791697,3792774,3793565,3794849,3795191,3797898,3800639,3800816,3801432,3801728,3803472,3803753,3814507,
NM_181501	ITGA1	chr5	+	52119892	52288077	52119944	52284038	29	52119892,52180955,52193037,52196353,52196561,52197280,52213461,52219403,52225262,52229042,52229825,52237349,52240484,52241748,52247050,52250318,52251918,52254363,52256864,52259170,52261211,52263633,52265480,52268987,52271176,52271426,52276529,52278931,52283993,	52120005,52181076,52193150,52196442,52196673,52197408,52213610,52219554,52225428,52229116,52229970,52237495,52240628,52242006,52247181,52250485,52252055,52254474,52257074,52259251,52261288,52263723,52265583,52269101,52271278,52271531,52276622,52279048,52288077,
NM_001033714	NOP2	chr12	-	6536299	6547759	6536419	6547345	16	6536299,6539524,6539873,6540124,6540357,6541090,6541310,6542507,6542741,6543038,6543317,6545527,6545955,6546203,6547242,6547565,	6537069,6539753,6539996,6540214,6540497,6541231,6541398,6542597,6542939,6543198,6543373,6545751,6546044,6546249,6547349,6547759,
NM_006912	RIT1	chr1	-	154134224	154147817	154136802	154147176	6	154134224,154140725,154141145,154146864,154147070,154147657,	154137033,154140917,154141219,154146921,154147219,154147817,
NM_001144996	ITGA7	chr12	-	54364622	54387953	54365108	54387733	25	54364622,54368021,54368252,54368894,54372894,54373191,54374071,54374306,54374493,54374665,54374828,54375572,54376333,54376949,54377266,54377501,54377745,54377988,54378433,54378760,54380312,54380949,54382922,54383101,54387527,	54365339,54368147,54368351,54369008,54373026,54373368,54374174,54374381,54374573,54374746,54375021,54375688,54376483,54377119,54377328,54377597,54377873,54378077,54378627,54378968,54380444,54381205,54383002,54383229,54387953,
NM_001144823	DENND4A	chr15	-	63740733	63871685	63741242	63835842	33	63740733,63743721,63743951,63744736,63746840,63747316,63749170,63749404,63751183,63755836,63769806,63775757,63776658,63779935,63780442,63781153,63781696,63782264,63785482,63794869,63797169,63802239,63808463,63808925,63811033,63812143,63817098,63818097,63821106,63831770,63835531,63840751,63871401,	63741379,63743786,63744114,63744854,63747095,63747515,63749317,63749580,63751278,63756026,63770903,63775889,63776775,63780064,63780584,63781282,63781903,63782400,63785616,63795015,63797388,63802340,63808639,63809070,63811092,63812210,63817337,63818267,63821176,63832020,63835864,63840830,63871685,
NM_014856	DENND4B	chr1	-	152168600	152185778	152169396	152183474	28	152168600,152169638,152169791,152170046,152171303,152171741,152171960,152172296,152172582,152173234,152173859,152175159,152175641,152176587,152176823,152177999,152178688,152179255,152179530,152180003,152180330,152180473,152180968,152181286,152181655,152181977,152183157,152185400,	152169542,152169703,152169957,152170164,152171540,152171877,152172130,152172419,152172971,152173402,152174064,152175288,152175848,152176714,152176963,152178145,152178904,152179356,152179706,152180148,152180389,152180540,152181213,152181456,152181725,152182230,152183497,152185778,
NM_017925	DENND4C	chr9	+	19220762	19364136	19266172	19362171	32	19220762,19266155,19276766,19278593,19280701,19286005,19288053,19289226,19290184,19295349,19306414,19306618,19314359,19315936,19316061,19318027,19321975,19324974,19326267,19330989,19332630,19335918,19340699,19342070,19342487,19346969,19347962,19350241,19351843,19359834,19361753,19362034,	19220831,19266477,19277019,19278663,19280874,19286244,19288120,19289285,19290329,19295525,19306515,19306837,19314505,19315972,19316192,19318160,19322182,19325103,19326412,19331112,19332777,19337084,19340877,19342180,19342663,19347152,19348158,19350487,19351961,19359985,19361818,19364136,
NM_015055	SWAP70	chr11	+	9642203	9731081	9642302	9728093	12	9642203,9672268,9691588,9702780,9706175,9707465,9710651,9716335,9718303,9725980,9727209,9727986,	9642401,9672409,9691762,9703008,9706322,9707574,9710833,9716443,9718470,9726179,9727306,9731081,
NM_013388	PREB	chr2	-	27207130	27211046	27207785	27210793	9	27207130,27208043,27208381,27208601,27208974,27209214,27209488,27209903,27210658,	27207880,27208203,27208454,27208775,27209099,27209295,27209709,27210093,27211046,
NM_007350	PHLDA1	chr12	-	74705499	74711823	74710582	74711788	2	74705499,74710556,	74710139,74711823,
NM_003311	PHLDA2	chr11	-	2906226	2907226	2906711	2907170	2	2906226,2906701,	2906473,2907226,
NM_001111038	FBXL13	chr7	-	102240918	102502524	102241024	102457101	19	102240918,102249722,102282459,102305149,102306013,102310987,102311250,102311896,102340768,102353956,102359563,102391215,102395704,102452745,102455131,102456282,102457033,102483326,102502378,	102241214,102249886,102282543,102305276,102306133,102311150,102311368,102311995,102340898,102354057,102359616,102391348,102395800,102452913,102455241,102456431,102457101,102483430,102502524,
NM_152902	TIPRL	chr1	+	166414794	166437970	166414939	166435908	7	166414794,166419763,166420640,166427230,166432408,166434780,166435764,	166415043,166419943,166420740,166427362,166432504,166434843,166437970,
NM_000785	CYP27B1	chr12	-	56442385	56447243	56443191	56447091	9	56442385,56443660,56444147,56444427,56444803,56445060,56445346,56446056,56446896,	56443305,56443858,56444226,56444600,56444976,56445261,56445549,56446247,56447243,
NM_001098213	HRH1	chr3	+	11153778	11279938	11275723	11277187	2	11153778,11275688,	11154085,11279938,
NM_015566	FAM169A	chr5	-	74109321	74198419	74113040	74173257	13	74109321,74114511,74127610,74132460,74133170,74136073,74136736,74145420,74166006,74170545,74171654,74173125,74198331,	74113589,74114715,74127767,74132611,74133210,74136186,74136865,74145600,74166178,74170631,74171754,74173260,74198419,
NM_024963	FBXL18	chr7	-	5481954	5519925	5487931	5519831	5	5481954,5497387,5506644,5511568,5519813,	5488088,5497606,5508188,5511787,5519925,
NM_001142623	GHDC	chr17	-	37594631	37600076	37595766	37599125	10	37594631,37595728,37596167,37596375,37596561,37597784,37598449,37598860,37599310,37599936,	37595465,37595903,37596301,37596447,37596754,37598286,37598571,37599138,37599394,37600076,
NM_001128228	TPRN	chr9	-	139205891	139214984	139206384	139214984	4	139205891,139206531,139206723,139213259,	139206447,139206638,139206964,139214984,
NM_198926	FAM212B	chr1	-	112070652	112099942	112071112	112099857	2	112070652,112099845,	112071949,112099942,
NM_033641	COL4A6	chrX	-	107285493	107568314	107286885	107568082	45	107285493,107289347,107290348,107291504,107292777,107294485,107294762,107295255,107299380,107299830,107300494,107300695,107301272,107302354,107304325,107304975,107305539,107306726,107308569,107309102,107310400,107310782,107316981,107317733,107318402,107320277,107321278,107322358,107323513,107324419,107324967,107326396,107332813,107334205,107335324,107335545,107336403,107339854,107341557,107343997,107349583,107351125,107440633,107567827,107568071,	107287146,107289634,107290540,107291621,107292924,107294584,107294924,107295372,107299506,107299902,107300602,107300803,107301347,107302418,107304507,107305101,107305683,107306897,107308731,107309324,107310508,107310854,107317165,107317913,107318563,107320382,107321419,107322466,107323583,107324473,107325012,107326465,107332867,107334298,107335366,107335581,107336466,107339890,107341626,107344114,107349628,107351260,107440714,107567879,107568314,
NM_000092	COL4A4	chr2	-	227575678	227737519	227580284	227720443	48	227575678,227580977,227583272,227585140,227595007,227595464,227600859,227603402,227604904,227605107,227606369,227615107,227616036,227620434,227623027,227623936,227625264,227627553,227628904,227630398,227632364,227633095,227635489,227650853,227653402,227655074,227661612,227662827,227667084,227671653,227672579,227674463,227674824,227675748,227676103,227676931,227681540,227681792,227682183,227684637,227687587,227691604,227692854,227693973,227713120,227717475,227720372,227736966,	227580548,227581264,227583461,227585257,227595133,227595471,227600969,227603558,227605015,227605236,227606441,227615215,227616144,227620509,227623091,227624118,227625372,227627697,227629075,227630560,227632583,227633203,227635558,227651037,227653509,227655147,227661776,227662917,227667249,227671758,227672649,227674517,227674869,227675808,227676157,227677012,227681582,227681828,227682246,227684673,227687656,227691721,227692899,227694108,227713198,227717518,227720544,227737519,
NM_001846	COL4A2	chr13	+	109757631	109963372	109758251	109962539	48	109757631,109758207,109758416,109807819,109875081,109875300,109878814,109880232,109880748,109880892,109882672,109884748,109886616,109888349,109888965,109890136,109896176,109897145,109900026,109900652,109907690,109909118,109912461,109912625,109915752,109916350,109917387,109919564,109923276,109928350,109930567,109932863,109935252,109936002,109939792,109940058,109941580,109942417,109943558,109945689,109952015,109953468,109953730,109954194,109954495,109956762,109958282,109962281,	109757876,109758295,109758471,109807900,109875216,109875345,109878931,109880304,109880784,109880955,109882708,109884790,109886715,109888385,109889016,109890181,109896230,109897212,109900137,109900802,109907783,109909282,109912534,109912732,109915954,109916410,109917444,109919672,109923498,109928512,109930738,109933007,109935375,109936184,109939856,109940133,109941688,109942525,109943630,109945815,109952132,109953630,109953829,109954341,109954612,109956954,109958569,109963372,
NM_001845	COL4A1	chr13	-	109599318	109757497	109600710	109757375	52	109599318,109602681,109605630,109611539,109612577,109613810,109615209,109616579,109617505,109619976,109620894,109623067,109624247,109624793,109624970,109625565,109626771,109626973,109627232,109628189,109628411,109629270,109629618,109631639,109633340,109633531,109636732,109637485,109642561,109643177,109645370,109648814,109651201,109651785,109653913,109655700,109655841,109657012,109657212,109657750,109659196,109659739,109660327,109660476,109661994,109662216,109662764,109662921,109664129,109664273,109693022,109757291,	109600792,109602854,109605745,109611717,109612790,109613909,109615338,109616651,109617578,109620110,109621080,109623118,109624346,109624874,109625097,109625705,109626861,109627072,109627385,109628279,109628579,109629384,109629769,109631737,109633445,109633624,109636901,109637677,109642632,109643261,109645466,109648979,109651237,109651870,109653955,109655754,109655886,109657063,109657239,109657837,109659238,109659775,109660390,109660560,109662021,109662270,109662827,109662966,109664174,109664363,109693082,109757497,
NM_002087	GRN	chr17	+	39778016	39785996	39782058	39785692	13	39778016,39782051,39782319,39782560,39783121,39783335,39783584,39783930,39784256,39784443,39784908,39785234,39785554,	39778228,39782196,39782445,39782645,39783234,39783471,39783694,39784057,39784354,39784689,39785142,39785465,39785996,
NM_004273	CHST3	chr10	+	73394125	73443318	73435606	73438235	3	73394125,73435499,73436935,	73394458,73435746,73443318,
NM_004267	CHST2	chr3	+	144321307	144324025	144322348	144323941	2	144321307,144322175,	144322073,144324025,
NM_019886	CHST7	chrX	+	46318065	46342783	46318310	46319771	2	46318065,46342138,	46319802,46342783,
NM_021615	CHST6	chr16	-	74064527	74086427	74070039	74071227	3	74064527,74073215,74086338,	74071243,74073290,74086427,
NM_021958	HLX	chr1	+	219119365	219125027	219119822	219124669	4	219119365,219121158,219122128,219124159,	219120414,219121338,219122313,219125027,
NM_000411	HLCS	chr21	-	37045242	37284415	37048416	37233053	12	37045242,37050712,37053897,37059182,37061388,37191029,37224420,37230618,37233001,37240178,37256205,37284327,	37048588,37050926,37054012,37059343,37061456,37191301,37224603,37231562,37233164,37240324,37256340,37284415,
NM_001145000	ITGAV	chr2	+	187163034	187253872	187163310	187250264	28	187163034,187174992,187195310,187198444,187209053,187210036,187211248,187211380,187213886,187214357,187219657,187222811,187224953,187227621,187229218,187232009,187236739,187237465,187238097,187239675,187240121,187240642,187241733,187242672,187248575,187248791,187249784,187250168,	187163495,187175123,187195402,187198559,187209179,187210081,187211292,187211437,187213939,187214560,187219849,187222857,187225061,187227680,187229373,187232147,187236807,187237613,187238190,187239755,187240202,187240748,187241892,187242786,187248689,187248899,187249907,187253872,
NM_005866	SIGMAR1	chr9	-	34624720	34627823	34625628	34627694	4	34624720,34626993,34627216,34627543,	34625855,34627086,34627417,34627823,
NM_025069	ZNF703	chr8	+	37672458	37675548	37672655	37675350	2	37672458,37673820,	37672898,37675548,
NM_002514	NOV	chr8	+	120497732	120505776	120497953	120504553	5	120497732,120498164,120499478,120500551,120504256,	120498037,120498390,120499730,120500766,120505776,
NM_178126	FAM134C	chr17	-	37985060	38014971	37987356	38014868	9	37985060,37988217,37989041,37990668,37991596,37992308,37993377,37997599,38014629,	37987814,37988350,37989124,37990806,37991681,37992435,37993408,37997706,38014971,
NM_001034850	FAM134B	chr5	-	16526165	16670167	16527849	16670080	9	16526165,16530770,16531142,16531958,16534117,16536454,16618871,16625104,16669760,	16528343,16530897,16531207,16532096,16534202,16536581,16618902,16625211,16670167,
NM_024293	FAM134A	chr2	+	219751182	219758434	219751318	219755595	9	219751182,219751887,219752698,219753075,219753635,219754027,219754334,219754605,219754978,	219751599,219751994,219752729,219753211,219753720,219754171,219754429,219754741,219758434,
NM_001127217	SMAD9	chr13	-	36316968	36392409	36320812	36351826	7	36316968,36325555,36337673,36339409,36344794,36351414,36392252,	36320956,36325812,36337895,36339520,36345052,36352012,36392409,
NM_033502	TRERF1	chr6	-	42300966	42527761	42304060	42345306	18	42300966,42308396,42311920,42318963,42322171,42330566,42332443,42332678,42333850,42335054,42339035,42340419,42341466,42343869,42376353,42438712,42526892,42527736,	42304385,42308608,42312127,42319077,42322260,42330642,42332547,42332818,42333917,42335439,42339284,42340570,42341513,42345564,42376465,42438795,42526977,42527761,
NM_002337	LRPAP1	chr4	-	3484092	3504022	3484498	3503937	8	3484092,3486276,3487640,3489558,3490395,3491596,3496431,3503733,	3484561,3486453,3487723,3489717,3490516,3491718,3496576,3504022,
NM_001142861	SMAD6	chr15	+	64787983	64861224	64788096	64860927	4	64787983,64791059,64795812,64860388,	64788130,64791116,64795890,64861224,
NM_005904	SMAD7	chr18	-	44700221	44731079	44701739	44730792	4	44700221,44722848,44728751,44730179,	44702278,44722923,44728805,44731079,
NM_018178	GOLPH3L	chr1	-	148885331	148936296	148887420	148933938	5	148885331,148900913,148902731,148933755,148936091,	148887848,148901028,148902863,148933950,148936296,
NM_001003688	SMAD1	chr4	+	146623406	146699773	146655215	146698536	7	146623406,146655039,146680405,146683183,146687304,146694385,146698392,	146623470,146655615,146680663,146683300,146687526,146694642,146699773,
NM_001003652	SMAD2	chr18	-	43613472	43711515	43622195	43677125	11	43613472,43625708,43626031,43628843,43631642,43645427,43648691,43649611,43650843,43676889,43711168,	43622319,43625853,43626169,43629056,43631696,43645502,43648826,43649805,43650933,43677178,43711515,
NM_005902	SMAD3	chr15	+	65145248	65274586	65145546	65269928	9	65145248,65244286,65244644,65246170,65249945,65260632,65264118,65266756,65269804,	65145752,65244480,65244776,65246245,65249996,65260845,65264256,65266901,65274586,
NM_025128	MUS81	chr11	+	65384447	65390416	65384800	65390099	16	65384447,65385019,65385396,65385993,65386257,65386490,65387111,65387456,65387646,65387850,65388543,65388766,65389063,65389266,65389857,65390032,	65384935,65385149,65385482,65386092,65386326,65386576,65387252,65387549,65387768,65387948,65388660,65388862,65389192,65389370,65389941,65390416,
